symbol	name	term	group	hgnc_id	ensembl_gene_id
F8-F9_HUMAN	coagulation factor viiia-ixa complex	data.tsv	NO GROUP		
CD59	CD59 molecule (CD59 blood group)	data.tsv	NO GROUP	HGNC:1689	ENSG00000085063
VAV3	vav guanine nucleotide exchange factor 3	data.tsv	NO GROUP	HGNC:12659	ENSG00000134215
ANGPTL2	angiopoietin like 2	data.tsv	NO GROUP	HGNC:490	ENSG00000136859
STXBP1	syntaxin binding protein 1	data.tsv	NO GROUP	HGNC:11444	ENSG00000136854
TUBB1	tubulin beta 1 class VI	data.tsv	NO GROUP	HGNC:16257	ENSG00000101162
GNAS	GNAS complex locus	data.tsv	NO GROUP	HGNC:4392	ENSG00000087460
DGKI	diacylglycerol kinase iota	data.tsv	NO GROUP	HGNC:2855	ENSG00000157680
THBS1	thrombospondin 1	data.tsv	NO GROUP	HGNC:11785	ENSG00000137801
PLAUR	plasminogen activator, urokinase receptor	data.tsv	NO GROUP	HGNC:9053	ENSG00000011422
PRRG1	proline rich and Gla domain 1	data.tsv	NO GROUP	HGNC:9469	ENSG00000130962
PRRG2	proline rich and Gla domain 2	data.tsv	NO GROUP	HGNC:9470	ENSG00000126460
MAPK14	mitogen-activated protein kinase 14	data.tsv	NO GROUP	HGNC:6876	ENSG00000112062
SERPINA10	serpin family A member 10	data.tsv	NO GROUP	HGNC:15996	ENSG00000140093
F2RL3	F2R like thrombin or trypsin receptor 3	data.tsv	NO GROUP	HGNC:3540	ENSG00000127533
PLG	plasminogen	data.tsv	NO GROUP	HGNC:9071	ENSG00000122194
F10	coagulation factor X	data.tsv	NO GROUP	HGNC:3528	ENSG00000126218
F9	coagulation factor IX	data.tsv	NO GROUP	HGNC:3551	ENSG00000101981
SAA1	serum amyloid A1	data.tsv	NO GROUP	HGNC:10513	ENSG00000173432
F8	coagulation factor VIII	data.tsv	NO GROUP	HGNC:3546	ENSG00000185010
ACTG1	actin gamma 1	data.tsv	NO GROUP	HGNC:144	ENSG00000184009
VCL	vinculin	data.tsv	NO GROUP	HGNC:12665	ENSG00000035403
STXBP3	syntaxin binding protein 3	data.tsv	NO GROUP	HGNC:11446	ENSG00000116266
F5_HUMAN	coagulation factor va complex	data.tsv	NO GROUP		
SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	data.tsv	NO GROUP	HGNC:13441	ENSG00000159307
F5-F10_HUMAN	coagulation factor va-xa complex	data.tsv	NO GROUP		
CLIC1	CLIC family member 1	data.tsv	NO GROUP	HGNC:2062	ENSG00000213719
F3	coagulation factor III, tissue factor	data.tsv	NO GROUP	HGNC:3541	ENSG00000117525
ANGPT4	angiopoietin 4	data.tsv	NO GROUP	HGNC:487	ENSG00000101280
ANGPTL6	angiopoietin like 6	data.tsv	NO GROUP	HGNC:23140	ENSG00000130812
F8_HUMAN	coagulation factor viiia complex, heavy chain variant 1	data.tsv	NO GROUP		
F2RL2	coagulation factor II thrombin receptor like 2	data.tsv	NO GROUP	HGNC:3539	ENSG00000164220
FLNA	filamin A	data.tsv	NO GROUP	HGNC:3754	ENSG00000196924
PDGFRA	platelet derived growth factor receptor alpha	data.tsv	NO GROUP	HGNC:8803	ENSG00000134853
GNAS	GNAS complex locus	data.tsv	NO GROUP	HGNC:4392	ENSG00000087460
UBASH3B	ubiquitin associated and SH3 domain containing B	data.tsv	NO GROUP	HGNC:29884	ENSG00000154127
F3-F7_HUMAN	coagulation factor viia - tissue factor complex	data.tsv	NO GROUP		
BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	data.tsv	NO GROUP	HGNC:20914	ENSG00000189114
AK3	adenylate kinase 3	data.tsv	NO GROUP	HGNC:17376	ENSG00000147853
ANGPTL1	angiopoietin like 1	data.tsv	NO GROUP	HGNC:489	ENSG00000116194
TREML1	triggering receptor expressed on myeloid cells like 1	data.tsv	NO GROUP	HGNC:20434	ENSG00000161911
TLN1	talin 1	data.tsv	NO GROUP	HGNC:11845	ENSG00000137076
MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	data.tsv	NO GROUP	HGNC:13937	ENSG00000204420
P2RY1	purinergic receptor P2Y1	data.tsv	NO GROUP	HGNC:8539	ENSG00000169860
DGKB	diacylglycerol kinase beta	data.tsv	NO GROUP	HGNC:2850	ENSG00000136267
GNAS	GNAS complex locus	data.tsv	NO GROUP	HGNC:4392	ENSG00000087460
TYRO3	TYRO3 protein tyrosine kinase	data.tsv	NO GROUP	HGNC:12446	ENSG00000092445
AXL	AXL receptor tyrosine kinase	data.tsv	NO GROUP	HGNC:905	ENSG00000167601
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	data.tsv	NO GROUP	HGNC:1366	ENSG00000160323
ANGPTL7	angiopoietin like 7	data.tsv	NO GROUP	HGNC:24078	ENSG00000171819
PLEK	pleckstrin	data.tsv	NO GROUP	HGNC:9070	ENSG00000115956
FN1	fibronectin 1	data.tsv	NO GROUP	HGNC:3778	ENSG00000115414
ANGPT1	angiopoietin 1	data.tsv	NO GROUP	HGNC:484	ENSG00000154188
HBB	hemoglobin subunit beta	data.tsv	NO GROUP	HGNC:4827	ENSG00000244734
DGKD	diacylglycerol kinase delta	data.tsv	NO GROUP	HGNC:2851	ENSG00000077044
ACTB	actin beta	data.tsv	NO GROUP	HGNC:132	ENSG00000075624
PF4	platelet factor 4	data.tsv	NO GROUP	HGNC:8861	ENSG00000163737
CD40LG	CD40 ligand	data.tsv	NO GROUP	HGNC:11935	ENSG00000102245
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	data.tsv	NO GROUP	HGNC:11283	ENSG00000197122
COL3A1	collagen type III alpha 1 chain	data.tsv	NO GROUP	HGNC:2201	ENSG00000168542
PROZ	protein Z, vitamin K dependent plasma glycoprotein	data.tsv	NO GROUP	HGNC:9460	ENSG00000126231
VKORC1	vitamin K epoxide reductase complex subunit 1	data.tsv	NO GROUP	HGNC:23663	ENSG00000167397
ANGPTL4	angiopoietin like 4	data.tsv	NO GROUP	HGNC:16039	ENSG00000167772
CTSG	cathepsin G	data.tsv	NO GROUP	HGNC:2532	ENSG00000100448
ACTN1	actinin alpha 1	data.tsv	NO GROUP	HGNC:163	ENSG00000072110
PRRG3	proline rich and Gla domain 3	data.tsv	NO GROUP	HGNC:30798	ENSG00000130032
PRRG4	proline rich and Gla domain 4	data.tsv	NO GROUP	HGNC:30799	ENSG00000135378
FGL1	fibrinogen like 1	data.tsv	NO GROUP	HGNC:3695	ENSG00000104760
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	data.tsv	NO GROUP	HGNC:3363	ENSG00000138185
MYL12A	myosin light chain 12A	data.tsv	NO GROUP	HGNC:16701	ENSG00000101608
CYP4F2	cytochrome P450 family 4 subfamily F member 2	data.tsv	NO GROUP	HGNC:2645	ENSG00000186115
SYK	spleen associated tyrosine kinase	data.tsv	NO GROUP	HGNC:11491	ENSG00000165025
LCK	LCK proto-oncogene, Src family tyrosine kinase	data.tsv	NO GROUP	HGNC:6524	ENSG00000182866
TRAF3IP2	TRAF3 interacting protein 2	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:1343	ENSG00000056972
VEGFA	vascular endothelial growth factor A	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:12680	ENSG00000112715
MTX1	metaxin 1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:7504	ENSG00000173171
ZBTB7B	zinc finger and BTB domain containing 7B	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:18668	ENSG00000160685
GPAT4	glycerol-3-phosphate acyltransferase 4	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:20880	ENSG00000158669
HTR4	5-hydroxytryptamine receptor 4	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:5299	ENSG00000164270
FGF10	fibroblast growth factor 10	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:3666	ENSG00000070193
CHRM1	cholinergic receptor muscarinic 1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:1950	ENSG00000168539
VIP	vasoactive intestinal peptide	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:12693	ENSG00000146469
FOXB1	forkhead box B1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:3799	ENSG00000171956
CSN2	casein beta	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:2447	ENSG00000135222
COPA	coat protein complex I subunit alpha	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:2230	ENSG00000122218
SLC4A9	solute carrier family 4 member 9	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:11035	ENSG00000113073
AQP5	aquaporin 5	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:638	ENSG00000161798
NCOA1	nuclear receptor coactivator 1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:7668	ENSG00000084676
CSN3	casein kappa	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:2446	ENSG00000171209
MUC2	mucin 2, oligomeric mucus/gel-forming	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:7512	ENSG00000198788
AGR2	anterior gradient 2, protein disulphide isomerase family member	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:328	ENSG00000106541
SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:11003	ENSG00000112759
PRICKLE1	prickle planar cell polarity protein 1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:17019	ENSG00000139174
CDO1	cysteine dioxygenase type 1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:1795	ENSG00000129596
GUCA1B	guanylate cyclase activator 1B	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:4679	ENSG00000112599
CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:1424	ENSG00000084774
LACRT	lacritin	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:16430	ENSG00000135413
APLN	apelin	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:16665	ENSG00000171388
MT-CO2	mitochondrially encoded cytochrome c oxidase II	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:7421	ENSG00000198712
ERBB4	erb-b2 receptor tyrosine kinase 4	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:3432	ENSG00000178568
VAMP3	vesicle associated membrane protein 3	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:12644	ENSG00000049245
UPRT	uracil phosphoribosyltransferase homolog	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:28334	ENSG00000094841
SLC22A4	solute carrier family 22 member 4	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:10968	ENSG00000197208
OXTR	oxytocin receptor	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:8529	ENSG00000180914
NCOR2	nuclear receptor corepressor 2	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:7673	ENSG00000196498
CHRM3	cholinergic receptor muscarinic 3	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:1952	ENSG00000133019
ANO1	anoctamin 1	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:21625	ENSG00000131620
PRLR	prolactin receptor	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:9446	ENSG00000113494
VAMP2	vesicle associated membrane protein 2	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:12643	ENSG00000220205
VAMP8	vesicle associated membrane protein 8	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:12647	ENSG00000118640
AQP1	aquaporin 1 (Colton blood group)	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:633	ENSG00000240583
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:11283	ENSG00000197122
SCT	secretin	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:10607	ENSG00000070031
CEL	carboxyl ester lipase	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:1848	ENSG00000170835
STATH	statherin	body_fluid_secretion	Sweat and Body Fluids w/o Blood	HGNC:11369	ENSG00000126549
TNFSF11	TNF superfamily member 11	regulation_of_heat_generation	Thermogenesis	HGNC:11926	ENSG00000120659
NMU	neuromedin U	regulation_of_heat_generation	Thermogenesis	HGNC:7859	ENSG00000109255
PTGER3	prostaglandin E receptor 3	regulation_of_heat_generation	Thermogenesis	HGNC:9595	ENSG00000050628
ABAT	4-aminobutyrate aminotransferase	regulation_of_heat_generation	Thermogenesis	HGNC:23	ENSG00000183044
TNFRSF11A	TNF receptor superfamily member 11a	regulation_of_heat_generation	Thermogenesis	HGNC:11908	ENSG00000141655
EDNRB	endothelin receptor type B	regulation_of_heat_generation	Thermogenesis	HGNC:3180	ENSG00000136160
UCP2	uncoupling protein 2	data.tsv	NO GROUP	HGNC:12518	ENSG00000175567
APC	APC regulator of Wnt signaling pathway	data.tsv	NO GROUP	HGNC:583	ENSG00000134982
CIDEA	cell death inducing DFFA like effector a	data.tsv	NO GROUP	HGNC:1976	ENSG00000176194
ATF4	activating transcription factor 4	data.tsv	NO GROUP	HGNC:786	ENSG00000128272
ACADL	acyl-CoA dehydrogenase long chain	data.tsv	NO GROUP	HGNC:88	ENSG00000115361
BMAL1	basic helix-loop-helix ARNT like 1	data.tsv	NO GROUP	HGNC:701	ENSG00000133794
IGF1R	insulin like growth factor 1 receptor	data.tsv	NO GROUP	HGNC:5465	ENSG00000140443
IL4R	interleukin 4 receptor	data.tsv	NO GROUP	HGNC:6015	ENSG00000077238
NOVA1	NOVA alternative splicing regulator 1	data.tsv	NO GROUP	HGNC:7886	ENSG00000139910
DYNC1H1	dynein cytoplasmic 1 heavy chain 1	data.tsv	NO GROUP	HGNC:2961	ENSG00000197102
HSF1	heat shock transcription factor 1	data.tsv	NO GROUP	HGNC:5224	ENSG00000185122
ADCYAP1	adenylate cyclase activating polypeptide 1	data.tsv	NO GROUP	HGNC:241	ENSG00000141433
NR1H2	nuclear receptor subfamily 1 group H member 2	data.tsv	NO GROUP	HGNC:7965	ENSG00000131408
MFAP2	microfibril associated protein 2	data.tsv	NO GROUP	HGNC:7033	ENSG00000117122
PTH2R	parathyroid hormone 2 receptor	data.tsv	NO GROUP	HGNC:9609	ENSG00000144407
IL4	interleukin 4	data.tsv	NO GROUP	HGNC:6014	ENSG00000113520
MAP2K6	mitogen-activated protein kinase kinase 6	data.tsv	NO GROUP	HGNC:6846	ENSG00000108984
TLE3	TLE family member 3, transcriptional corepressor	data.tsv	NO GROUP	HGNC:11839	ENSG00000140332
STAT6	signal transducer and activator of transcription 6	data.tsv	NO GROUP	HGNC:11368	ENSG00000166888
LETMD1	LETM1 domain containing 1	data.tsv	NO GROUP	HGNC:24241	ENSG00000050426
ACHE	acetylcholinesterase (Yt blood group)	data.tsv	NO GROUP	HGNC:108	ENSG00000087085
PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	data.tsv	NO GROUP	HGNC:9379	ENSG00000131791
VEGFA	vascular endothelial growth factor A	data.tsv	NO GROUP	HGNC:12680	ENSG00000112715
LPIN1	lipin 1	data.tsv	NO GROUP	HGNC:13345	ENSG00000134324
UCP1	uncoupling protein 1	data.tsv	NO GROUP	HGNC:12517	ENSG00000109424
HOXC10	homeobox C10	data.tsv	NO GROUP	HGNC:5122	ENSG00000180818
CXCR4	C-X-C motif chemokine receptor 4	data.tsv	NO GROUP	HGNC:2561	ENSG00000121966
PRDM16	PR/SET domain 16	data.tsv	NO GROUP	HGNC:14000	ENSG00000142611
ACSL1	acyl-CoA synthetase long chain family member 1	data.tsv	NO GROUP	HGNC:3569	ENSG00000151726
ACVR2B	activin A receptor type 2B	data.tsv	NO GROUP	HGNC:174	ENSG00000114739
ELOVL3	ELOVL fatty acid elongase 3	data.tsv	NO GROUP	HGNC:18047	ENSG00000119915
STK11	serine/threonine kinase 11	data.tsv	NO GROUP	HGNC:11389	ENSG00000118046
IL18R1	interleukin 18 receptor 1	data.tsv	NO GROUP	HGNC:5988	ENSG00000115604
HDAC3	histone deacetylase 3	data.tsv	NO GROUP	HGNC:4854	ENSG00000171720
CAV1	caveolin 1	data.tsv	NO GROUP	HGNC:1527	ENSG00000105974
PLAC8	placenta associated 8	data.tsv	NO GROUP	HGNC:19254	ENSG00000145287
EBF2	EBF transcription factor 2	data.tsv	NO GROUP	HGNC:19090	ENSG00000221818
PWWP2B	PWWP domain containing 2B	data.tsv	NO GROUP	HGNC:25150	ENSG00000171813
ACTN3	actinin alpha 3	data.tsv	NO GROUP	HGNC:165	ENSG00000248746
TRPM8	transient receptor potential cation channel subfamily M member 8	data.tsv	NO GROUP	HGNC:17961	ENSG00000144481
KSR2	kinase suppressor of ras 2	data.tsv	NO GROUP	HGNC:18610	ENSG00000171435
NOTCH1	notch receptor 1	data.tsv	NO GROUP	HGNC:7881	ENSG00000148400
PPARGC1B	PPARG coactivator 1 beta	data.tsv	NO GROUP	HGNC:30022	ENSG00000155846
KDM3A	lysine demethylase 3A	data.tsv	NO GROUP	HGNC:20815	ENSG00000115548
LCN2	lipocalin 2	data.tsv	NO GROUP	HGNC:6526	ENSG00000148346
ELOVL6	ELOVL fatty acid elongase 6	data.tsv	NO GROUP	HGNC:15829	ENSG00000170522
ESRRG	estrogen related receptor gamma	data.tsv	NO GROUP	HGNC:3474	ENSG00000196482
IL18	interleukin 18	data.tsv	NO GROUP	HGNC:5986	ENSG00000150782
FABP4	fatty acid binding protein 4	data.tsv	NO GROUP	HGNC:3559	ENSG00000170323
UCP3	uncoupling protein 3	data.tsv	NO GROUP	HGNC:12519	ENSG00000175564
NRDC	nardilysin convertase	data.tsv	NO GROUP	HGNC:7995	ENSG00000078618
ADAM17	ADAM metallopeptidase domain 17	data.tsv	NO GROUP	HGNC:195	ENSG00000151694
ADIPOR2	adiponectin receptor 2	data.tsv	NO GROUP	HGNC:24041	ENSG00000006831
ID1	inhibitor of DNA binding 1	data.tsv	NO GROUP	HGNC:5360	ENSG00000125968
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	data.tsv	NO GROUP	HGNC:8127	ENSG00000147162
SIRT6	sirtuin 6	data.tsv	NO GROUP	HGNC:14934	ENSG00000077463
GATM	glycine amidinotransferase	data.tsv	NO GROUP	HGNC:4175	ENSG00000171766
ACOT11	acyl-CoA thioesterase 11	data.tsv	NO GROUP	HGNC:18156	ENSG00000162390
RB1	RB transcriptional corepressor 1	data.tsv	NO GROUP	HGNC:9884	ENSG00000139687
SLN	sarcolipin	data.tsv	NO GROUP	HGNC:11089	ENSG00000170290
FOXC2	forkhead box C2	data.tsv	NO GROUP	HGNC:3801	ENSG00000176692
ADIPOR1	adiponectin receptor 1	data.tsv	NO GROUP	HGNC:24040	ENSG00000159346
GJA1	gap junction protein alpha 1	data.tsv	NO GROUP	HGNC:4274	ENSG00000152661
GADD45G	growth arrest and DNA damage inducible gamma	data.tsv	NO GROUP	HGNC:4097	ENSG00000130222
GHRL	ghrelin and obestatin prepropeptide	data.tsv	NO GROUP	HGNC:18129	ENSG00000157017
CPT2	carnitine palmitoyltransferase 2	data.tsv	NO GROUP	HGNC:2330	ENSG00000157184
BSCL2	BSCL2 lipid droplet biogenesis associated, seipin	data.tsv	NO GROUP	HGNC:15832	ENSG00000168000
EPAS1	endothelial PAS domain protein 1	data.tsv	NO GROUP	HGNC:3374	ENSG00000116016
ADRB3	adrenoceptor beta 3	data.tsv	NO GROUP	HGNC:288	ENSG00000188778
QKI	QKI, KH domain containing RNA binding	data.tsv	NO GROUP	HGNC:21100	ENSG00000112531
EHMT1	euchromatic histone lysine methyltransferase 1	data.tsv	NO GROUP	HGNC:24650	ENSG00000181090
PCTP	phosphatidylcholine transfer protein	data.tsv	NO GROUP	HGNC:8752	ENSG00000141179
RBPJ	recombination signal binding protein for immunoglobulin kappa J region	data.tsv	NO GROUP	HGNC:5724	ENSG00000168214
PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	data.tsv	NO GROUP	HGNC:28763	ENSG00000247077
PLCL2	phospholipase C like 2	data.tsv	NO GROUP	HGNC:9064	ENSG00000154822
DOCK7	dedicator of cytokinesis 7	data.tsv	NO GROUP	HGNC:19190	ENSG00000116641
FGF21	fibroblast growth factor 21	data.tsv	NO GROUP	HGNC:3678	ENSG00000105550
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	data.tsv	NO GROUP	HGNC:221	ENSG00000154736
HADH	hydroxyacyl-CoA dehydrogenase	data.tsv	NO GROUP	HGNC:4799	ENSG00000138796
ACOT13	acyl-CoA thioesterase 13	data.tsv	NO GROUP	HGNC:20999	ENSG00000112304
PDGFC	platelet derived growth factor C	data.tsv	NO GROUP	HGNC:8801	ENSG00000145431
NOVA2	NOVA alternative splicing regulator 2	data.tsv	NO GROUP	HGNC:7887	ENSG00000104967
FH	fumarate hydratase	data.tsv	NO GROUP	HGNC:3700	ENSG00000091483
PER2	period circadian regulator 2	data.tsv	NO GROUP	HGNC:8846	ENSG00000132326
KDM6B	lysine demethylase 6B	data.tsv	NO GROUP	HGNC:29012	ENSG00000132510
SMARCA4	SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4	data.tsv	NO GROUP	HGNC:11100	ENSG00000127616
SLC25A44	solute carrier family 25 member 44	data.tsv	NO GROUP	HGNC:29036	ENSG00000160785
CMKLR1	chemerin chemokine-like receptor 1	data.tsv	NO GROUP	HGNC:2121	ENSG00000174600
IP6K1	inositol hexakisphosphate kinase 1	data.tsv	NO GROUP	HGNC:18360	ENSG00000176095
PHOX2B	paired like homeobox 2B	data.tsv	NO GROUP	HGNC:9143	ENSG00000109132
PLCL1	phospholipase C like 1 (inactive)	data.tsv	NO GROUP	HGNC:9063	ENSG00000115896
ALMS1	ALMS1 centrosome and basal body associated protein	data.tsv	NO GROUP	HGNC:428	ENSG00000116127
ZNF516	zinc finger protein 516	data.tsv	NO GROUP	HGNC:28990	ENSG00000101493
RHEB	Ras homolog, mTORC1 binding	data.tsv	NO GROUP	HGNC:10011	ENSG00000106615
IRF4	interferon regulatory factor 4	data.tsv	NO GROUP	HGNC:6119	ENSG00000137265
PEMT	phosphatidylethanolamine N-methyltransferase	data.tsv	NO GROUP	HGNC:8830	ENSG00000133027
LAMA4	laminin subunit alpha 4	data.tsv	NO GROUP	HGNC:6484	ENSG00000112769
MFN2	mitofusin 2	data.tsv	NO GROUP	HGNC:16877	ENSG00000116688
DIO2	iodothyronine deiodinase 2	data.tsv	NO GROUP	HGNC:2884	ENSG00000211448
ADIPOQ	adiponectin, C1Q and collagen domain containing	data.tsv	NO GROUP	HGNC:13633	ENSG00000181092
SCD	stearoyl-CoA desaturase	data.tsv	NO GROUP	HGNC:10571	ENSG00000099194
WNT10B	Wnt family member 10B	data.tsv	NO GROUP	HGNC:12775	ENSG00000169884
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	data.tsv	NO GROUP	HGNC:18242	ENSG00000136044
GNAS	GNAS complex locus	data.tsv	NO GROUP	HGNC:4392	ENSG00000087460
IL15	interleukin 15	data.tsv	NO GROUP	HGNC:5977	ENSG00000164136
YBX2	Y-box binding protein 2	data.tsv	NO GROUP	HGNC:17948	ENSG00000006047
OMA1	OMA1 zinc metallopeptidase	data.tsv	NO GROUP	HGNC:29661	ENSG00000162600
CNOT3	CCR4-NOT transcription complex subunit 3	data.tsv	NO GROUP	HGNC:7879	ENSG00000088038
ARRDC3	arrestin domain containing 3	data.tsv	NO GROUP	HGNC:29263	ENSG00000113369
LNPEP	leucyl and cystinyl aminopeptidase	data.tsv	NO GROUP	HGNC:6656	ENSG00000113441
NPR3	natriuretic peptide receptor 3	data.tsv	NO GROUP	HGNC:7945	ENSG00000113389
ALDH1A1	aldehyde dehydrogenase 1 family member A1	data.tsv	NO GROUP	HGNC:402	ENSG00000165092
OXTR	oxytocin receptor	data.tsv	NO GROUP	HGNC:8529	ENSG00000180914
NR1D1	nuclear receptor subfamily 1 group D member 1	data.tsv	NO GROUP	HGNC:7962	ENSG00000126368
PRKAB1	protein kinase AMP-activated non-catalytic subunit beta 1	data.tsv	NO GROUP	HGNC:9378	ENSG00000111725
TRPV2	transient receptor potential cation channel subfamily V member 2	data.tsv	NO GROUP	HGNC:18082	ENSG00000187688
G0S2	G0/G1 switch 2	data.tsv	NO GROUP	HGNC:30229	ENSG00000123689
CEBPB	CCAAT enhancer binding protein beta	data.tsv	NO GROUP	HGNC:1834	ENSG00000172216
DECR1	2,4-dienoyl-CoA reductase 1	data.tsv	NO GROUP	HGNC:2753	ENSG00000104325
THRA	thyroid hormone receptor alpha	data.tsv	NO GROUP	HGNC:11796	ENSG00000126351
PRLR	prolactin receptor	data.tsv	NO GROUP	HGNC:9446	ENSG00000113494
TSHR	thyroid stimulating hormone receptor	data.tsv	NO GROUP	HGNC:12373	ENSG00000165409
GRB10	growth factor receptor bound protein 10	data.tsv	NO GROUP	HGNC:4564	ENSG00000106070
FLCN	folliculin	data.tsv	NO GROUP	HGNC:27310	ENSG00000154803
SFXN5	sideroflexin 5	data.tsv	NO GROUP	HGNC:16073	ENSG00000144040
GPR3	G protein-coupled receptor 3	data.tsv	NO GROUP	HGNC:4484	ENSG00000181773
ABHD6	abhydrolase domain containing 6, acylglycerol lipase	data.tsv	NO GROUP	HGNC:21398	ENSG00000163686
JAK2	Janus kinase 2	data.tsv	NO GROUP	HGNC:6192	ENSG00000096968
DBH	dopamine beta-hydroxylase	data.tsv	NO GROUP	HGNC:2689	ENSG00000123454
FABP5	fatty acid binding protein 5	data.tsv	NO GROUP	HGNC:3560	ENSG00000164687
KDM1A	lysine demethylase 1A	data.tsv	NO GROUP	HGNC:29079	ENSG00000004487
LGR4	leucine rich repeat containing G protein-coupled receptor 4	data.tsv	NO GROUP	HGNC:13299	ENSG00000205213
ZNF423	zinc finger protein 423	data.tsv	NO GROUP	HGNC:16762	ENSG00000102935
AQP7B	putative aquaporin-7b	data.tsv	NO GROUP		
SLC26A6	solute carrier family 26 member 6	data.tsv	NO GROUP	HGNC:14472	ENSG00000225697
AQP4	aquaporin 4	data.tsv	NO GROUP	HGNC:637	ENSG00000171885
AQP7P3	putative aquaporin-7-like protein 3	data.tsv	NO GROUP		
AQP6	aquaporin 6	data.tsv	NO GROUP	HGNC:639	ENSG00000086159
PKP1	plakophilin 1	data.tsv	NO GROUP	HGNC:9023	ENSG00000081277
AQP2	aquaporin 2	data.tsv	NO GROUP	HGNC:634	ENSG00000167580
CSF2	colony stimulating factor 2	data.tsv	NO GROUP	HGNC:2434	ENSG00000164400
NHERF4	na(+)/h(+) exchange regulatory cofactor nhe-rf4	data.tsv	NO GROUP		
ITPR1	inositol 1,4,5-trisphosphate receptor type 1	data.tsv	NO GROUP	HGNC:6180	ENSG00000150995
AQP9	aquaporin-9	data.tsv	NO GROUP		
AHCYL1	adenosylhomocysteinase like 1	data.tsv	NO GROUP	HGNC:344	ENSG00000168710
AQP5	aquaporin 5	data.tsv	NO GROUP	HGNC:638	ENSG00000161798
SLC14A1	urea transporter 1	data.tsv	NO GROUP		
SLC5A1	solute carrier family 5 member 1	data.tsv	NO GROUP	HGNC:11036	ENSG00000100170
HYAL2	hyaluronidase 2	data.tsv	NO GROUP	HGNC:5321	ENSG00000068001
AQP7	aquaporin-7	data.tsv	NO GROUP		
AQP10	aquaporin-10	data.tsv	NO GROUP		
CLDN18	claudin 18	data.tsv	NO GROUP	HGNC:2039	ENSG00000066405
