symbol	name	term	group	hgnc_id	ensembl_gene_id
STXBP1	syntaxin binding protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11444	ENSG00000136854
TPH1	tryptophan hydroxylase 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12008	ENSG00000129167
TUBB1	tubulin beta 1 class VI	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:16257	ENSG00000101162
GNAS	GNAS complex locus	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4392	ENSG00000087460
DGKI	diacylglycerol kinase iota	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2855	ENSG00000157680
THBS1	thrombospondin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11785	ENSG00000137801
PLAUR	plasminogen activator, urokinase receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9053	ENSG00000011422
PRRG1	proline rich and Gla domain 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9469	ENSG00000130962
PRRG2	proline rich and Gla domain 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9470	ENSG00000126460
MAPK14	mitogen-activated protein kinase 14	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6876	ENSG00000112062
CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1424	ENSG00000084774
SERPINA10	serpin family A member 10	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:15996	ENSG00000140093
LACRT	lacritin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:16430	ENSG00000135413
F2RL3	F2R like thrombin or trypsin receptor 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3540	ENSG00000127533
PLG	plasminogen	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9071	ENSG00000122194
F10	coagulation factor X	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3528	ENSG00000126218
F9	coagulation factor IX	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3551	ENSG00000101981
APLN	apelin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:16665	ENSG00000171388
BPIFA1	BPI fold containing family A member 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:15749	ENSG00000198183
MYO5B	myosin VB	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7603	ENSG00000167306
TMX1	thioredoxin related transmembrane protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:15487	ENSG00000139921
SAA1	serum amyloid A1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10513	ENSG00000173432
F8	coagulation factor VIII	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3546	ENSG00000185010
MT-CO2	mitochondrially encoded cytochrome c oxidase II	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7421	ENSG00000198712
ACTG1	actin gamma 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:144	ENSG00000184009
AQP3	aquaporin 3 (Gill blood group)	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:636	ENSG00000165272
VCL	vinculin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12665	ENSG00000035403
STXBP3	syntaxin binding protein 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11446	ENSG00000116266
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:17110	ENSG00000140873
F5_HUMAN	coagulation factor va complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:13441	ENSG00000159307
F5-F10_HUMAN	coagulation factor va-xa complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
ERBB4	erb-b2 receptor tyrosine kinase 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3432	ENSG00000178568
CLIC1	CLIC family member 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2062	ENSG00000213719
HPSE_HUMAN-1	heparanase complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F3	coagulation factor III, tissue factor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3541	ENSG00000117525
ANGPT4	angiopoietin 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:487	ENSG00000101280
FOXA2	forkhead box A2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5022	ENSG00000125798
HPSE	heparanase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:5164	ENSG00000173083
ADM5	putative adrenomedullin-5-like protein	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
ANGPTL6	angiopoietin like 6	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:23140	ENSG00000130812
F8_HUMAN	coagulation factor viiia complex, heavy chain variant 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
F2RL2	coagulation factor II thrombin receptor like 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3539	ENSG00000164220
FLNA	filamin A	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3754	ENSG00000196924
NEUROG1	neurogenin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7764	ENSG00000181965
PDGFRA	platelet derived growth factor receptor alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8803	ENSG00000134853
GNAS	GNAS complex locus	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4392	ENSG00000087460
DCANP1	dendritic cell associated nuclear protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:24459	ENSG00000251380
UBASH3B	ubiquitin associated and SH3 domain containing B	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:29884	ENSG00000154127
HAS2	hyaluronan synthase 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4819	ENSG00000170961
F3-F7_HUMAN	coagulation factor viia - tissue factor complex	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
VAMP3	vesicle associated membrane protein 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12644	ENSG00000049245
PRKG1	protein kinase cGMP-dependent 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9414	ENSG00000185532
VTN	vitronectin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12724	ENSG00000109072
BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:20914	ENSG00000189114
UPRT	uracil phosphoribosyltransferase homolog	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:28334	ENSG00000094841
EMILIN1	elastin microfibril interfacer 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:19880	ENSG00000138080
ADCY5	adenylate cyclase type 5	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
PRKAR1A	camp-dependent protein kinase type i-alpha regulatory subunit	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
AK3	adenylate kinase 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:17376	ENSG00000147853
NPR3	natriuretic peptide receptor 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7945	ENSG00000113389
ANGPTL1	angiopoietin like 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:489	ENSG00000116194
ALOX12B	arachidonate 12-lipoxygenase, 12R type	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:430	ENSG00000179477
SERPINE2	serpin family E member 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8951	ENSG00000135919
AVPR2	arginine vasopressin receptor 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:897	ENSG00000126895
SLC22A4	solute carrier family 22 member 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10968	ENSG00000197208
OXTR	oxytocin receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8529	ENSG00000180914
TREML1	triggering receptor expressed on myeloid cells like 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:20434	ENSG00000161911
TLN1	talin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11845	ENSG00000137076
MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:13937	ENSG00000204420
NCOR2	nuclear receptor corepressor 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7673	ENSG00000196498
ADCY4	adenylate cyclase type 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
NFE2L2	NFE2 like bZIP transcription factor 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:7782	ENSG00000116044
P2RY1	purinergic receptor P2Y1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8539	ENSG00000169860
ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3359	ENSG00000001561
DGKB	diacylglycerol kinase beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2850	ENSG00000136267
ADTRP	androgen dependent TFPI regulating protein	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:21214	ENSG00000111863
CPB2	carboxypeptidase B2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2300	ENSG00000080618
GNAS	GNAS complex locus	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4392	ENSG00000087460
TYRO3	TYRO3 protein tyrosine kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12446	ENSG00000092445
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9380	ENSG00000072062
CHRM3	cholinergic receptor muscarinic 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1952	ENSG00000133019
AXL	AXL receptor tyrosine kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:905	ENSG00000167601
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1366	ENSG00000160323
ANO1	anoctamin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:21625	ENSG00000131620
ANGPTL7	angiopoietin like 7	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:24078	ENSG00000171819
PLEK	pleckstrin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9070	ENSG00000115956
FN1	fibronectin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3778	ENSG00000115414
SCNN1A	sodium channel epithelial 1 subunit alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10599	ENSG00000111319
ANGPT1	angiopoietin 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:484	ENSG00000154188
HBB	hemoglobin subunit beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:4827	ENSG00000244734
PRLR	prolactin receptor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9446	ENSG00000113494
EDNRB	endothelin receptor type B	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3180	ENSG00000136160
DGKD	diacylglycerol kinase delta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2851	ENSG00000077044
ACTB	actin beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:132	ENSG00000075624
XBP1	X-box binding protein 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12801	ENSG00000100219
HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:15844	ENSG00000100099
TRPV5	transient receptor potential cation channel subfamily V member 5	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3145	ENSG00000127412
STK39	serine/threonine kinase 39	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:17717	ENSG00000198648
CEACAM1	CEA cell adhesion molecule 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1814	ENSG00000079385
PPP3CA	protein phosphatase 3 catalytic subunit alpha	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9314	ENSG00000138814
VAMP2	vesicle associated membrane protein 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12643	ENSG00000220205
PF4	platelet factor 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8861	ENSG00000163737
VAMP8	vesicle associated membrane protein 8	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:12647	ENSG00000118640
AQP1	aquaporin 1 (Colton blood group)	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:633	ENSG00000240583
CD40LG	CD40 ligand	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11935	ENSG00000102245
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11283	ENSG00000197122
ADCY2	adenylate cyclase type 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
COL3A1	collagen type III alpha 1 chain	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2201	ENSG00000168542
PROZ	protein Z, vitamin K dependent plasma glycoprotein	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9460	ENSG00000126231
VKORC1	vitamin K epoxide reductase complex subunit 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:23663	ENSG00000167397
ANGPTL4	angiopoietin like 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:16039	ENSG00000167772
SCT	secretin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:10607	ENSG00000070031
CTSG	cathepsin G	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2532	ENSG00000100448
ACTN1	actinin alpha 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:163	ENSG00000072110
INPP5K	inositol polyphosphate-5-phosphatase K	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:33882	ENSG00000132376
OAS2	2'-5'-oligoadenylate synthetase 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:8087	ENSG00000111335
FLI1	Fli-1 proto-oncogene, ETS transcription factor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3749	ENSG00000151702
PRRG3	proline rich and Gla domain 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:30798	ENSG00000130032
PRRG4	proline rich and Gla domain 4	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:30799	ENSG00000135378
WNK3	WNK lysine deficient protein kinase 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:14543	ENSG00000196632
FGL1	fibrinogen like 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3695	ENSG00000104760
ADCY1	adenylate cyclase type 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
EMILIN2	elastin microfibril interfacer 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:19881	ENSG00000132205
CEL	carboxyl ester lipase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:1848	ENSG00000170835
STATH	statherin	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11369	ENSG00000126549
ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:3363	ENSG00000138185
TIFAB	TIFA inhibitor	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:34024	ENSG00000255833
ADCY3	adenylate cyclase type 3	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood		
MYL12A	myosin light chain 12A	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:16701	ENSG00000101608
PRKACB	protein kinase cAMP-activated catalytic subunit beta	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:9381	ENSG00000142875
CYP4F2	cytochrome P450 family 4 subfamily F member 2	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:2645	ENSG00000186115
SYK	spleen associated tyrosine kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:11491	ENSG00000165025
LCK	LCK proto-oncogene, Src family tyrosine kinase	regulation_of_body_fluid_levels	Sweat and Body Fluids w/o Blood	HGNC:6524	ENSG00000182866
ADIG	adipogenin	data.tsv	NO GROUP	HGNC:28606	ENSG00000182035
BCAT2	branched-chain-amino-acid aminotransferase, mitochondrial	data.tsv	NO GROUP		
PPARG	peroxisome proliferator-activated receptor gamma	data.tsv	NO GROUP		
YTHDC1	yth domain-containing protein 1	data.tsv	NO GROUP		
SLC39A13	solute carrier family 39 member 13	data.tsv	NO GROUP	HGNC:20859	ENSG00000165915
SLC26A6	solute carrier family 26 member 6	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:14472	ENSG00000225697
PKP1	plakophilin 1	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:9023	ENSG00000081277
CSF2	colony stimulating factor 2	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:2434	ENSG00000164400
ITPR1	inositol 1,4,5-trisphosphate receptor type 1	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:6180	ENSG00000150995
AHCYL1	adenosylhomocysteinase like 1	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:344	ENSG00000168710
SLC5A1	solute carrier family 5 member 1	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:11036	ENSG00000100170
CLDN18	claudin 18	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:2039	ENSG00000066405
EDNRB	endothelin receptor type B	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:3180	ENSG00000136160
AQP8	aquaporin 8	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:642	ENSG00000103375
AQP1	aquaporin 1 (Colton blood group)	epithelial_fluid_transport	Sweat and Body Fluids w/o Blood	HGNC:633	ENSG00000240583
DNAAF11	dynein axonemal assembly factor 11	data.tsv	NO GROUP		
NHERF1	na(+)/h(+) exchange regulatory cofactor nhe-rf1	data.tsv	NO GROUP		
VCP	valosin containing protein	data.tsv	NO GROUP	HGNC:12666	ENSG00000165280
UBR5	ubiquitin protein ligase E3 component n-recognin 5	data.tsv	NO GROUP	HGNC:16806	ENSG00000104517
RNF126	ring finger protein 126	data.tsv	NO GROUP	HGNC:21151	ENSG00000070423
UBR4	ubiquitin protein ligase E3 component n-recognin 4	data.tsv	NO GROUP	HGNC:30313	ENSG00000127481
IER5	immediate early response 5	positive_regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5393	ENSG00000162783
HSF1	heat shock transcription factor 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5224	ENSG00000185122
HSP90AB1	heat shock protein 90 alpha family class B member 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5258	ENSG00000096384
VCP	valosin containing protein	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:12666	ENSG00000165280
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:12851	ENSG00000108953
DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5270	ENSG00000132002
EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:3265	ENSG00000134001
IER5	immediate early response 5	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5393	ENSG00000162783
HTRA2	HtrA serine peptidase 2	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14348	ENSG00000115317
HSP90AA2P	heat shock protein 90 alpha family class A member 2, pseudogene	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5256	ENSG00000224411
IRAK1	interleukin 1 receptor associated kinase 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:6112	ENSG00000184216
TPR	translocated promoter region, nuclear basket protein	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:12017	ENSG00000047410
HSBP1L1	heat shock factor binding protein 1 like 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:37243	ENSG00000226742
ATXN3	ataxin 3	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:7106	ENSG00000066427
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14885	ENSG00000140403
THBS1	thrombospondin 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:11785	ENSG00000137801
LYN	LYN proto-oncogene, Src family tyrosine kinase	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:6735	ENSG00000254087
HSP90AA1	heat shock protein 90 alpha family class A member 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5253	ENSG00000080824
RBBP7	RB binding protein 7, chromatin remodeling factor	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:9890	ENSG00000102054
HSBP1	heat shock factor binding protein 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5203	ENSG00000230989
TRPA1	transient receptor potential cation channel subfamily A member 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:497	ENSG00000104321
HSP90AB2P	heat shock protein 90 alpha family class B member 2, pseudogene	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:32537	ENSG00000205940
HSP90AB3P	heat shock protein 90 alpha family class B member 3, pseudogene	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5259	ENSG00000183199
HSP90AB4P	heat shock protein 90 alpha family class B member 4, pseudogene	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:32538	ENSG00000282100
SUMO1	small ubiquitin like modifier 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:12502	ENSG00000116030
HDAC6	histone deacetylase 6	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14064	ENSG00000094631
TRPV1	transient receptor potential cation channel subfamily V member 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:12716	ENSG00000196689
MAPT	microtubule associated protein tau	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:6893	ENSG00000186868
PDCD6	programmed cell death 6	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:8765	ENSG00000249915
BAG3	BAG cochaperone 3	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:939	ENSG00000151929
CLPB	ClpB family mitochondrial disaggregase	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:30664	ENSG00000162129
SLU7	spliceosome associated SLU7	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:16939	ENSG00000164609
HSPA6	heat shock protein family A (Hsp70) member 6	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5239	ENSG00000173110
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:9380	ENSG00000072062
DHX36	DEAH-box helicase 36	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14410	ENSG00000174953
ANO1	anoctamin 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:21625	ENSG00000131620
CXCL10	C-X-C motif chemokine ligand 10	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:10637	ENSG00000169245
HIKESHI	heat shock protein nuclear import factor hikeshi	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:26938	ENSG00000149196
TCIM	transcriptional and immune response regulator	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:1357	ENSG00000176907
STUB1	STIP1 homology and U-box containing protein 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:11427	ENSG00000103266
DAXX	death domain associated protein	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:2681	ENSG00000204209
ZFAND1	zinc finger AN1-type containing 1	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:25858	ENSG00000104231
EEF1D	eukaryotic translation elongation factor 1 delta	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:3211	ENSG00000104529
DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14884	ENSG00000069345
HSF1	heat shock transcription factor 1	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5224	ENSG00000185122
DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5270	ENSG00000132002
IER5	immediate early response 5	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:5393	ENSG00000162783
MTOR	mechanistic target of rapamycin kinase	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:3942	ENSG00000198793
ATR	ATR checkpoint kinase	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:882	ENSG00000175054
MAPKAPK2	MAPK activated protein kinase 2	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:6887	ENSG00000162889
EP300	EP300 lysine acetyltransferase	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:3373	ENSG00000100393
CREBBP	CREB binding lysine acetyltransferase 	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:2348	ENSG00000005339
DNAJC2	DnaJ heat shock protein family (Hsp40) member C2	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:13192	ENSG00000105821
MAPT	microtubule associated protein tau	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:6893	ENSG00000186868
CHORDC1	cysteine and histidine rich domain containing 1	regulation_of_cellular_response_to_heat	Reactions to Temperatur - cellular	HGNC:14525	ENSG00000110172
