disease_msh	numCTs	pathway_name	gene_symbol	num_genes	disease_cui	year_final	numDiseasesAssociatedToGene	pathway_id	score	disease_prevalence_class	geneEnsemblIDs	disease_prevalence_type	disease_name	disease_hpo	dpi	num_var_dis	disease_inheritance	ei	disease_type	disease_do	el	numVariantsAssociatedToGene	gp_class_names	pli	num_variants	geneDescription	year_initial	numberChemsIncludedInEvidence	num_pmids_evid	num_pmid_assoc	gene_ncbi	gene_type	genep_str_ids	dsi	disease_umls	disease_prevalence_geo_area
Pathological Conditions, Signs and Symptoms;Cardiovascular Diseases	0	Signal Transduction,Disease,Transport of small molecules,Vesicle-mediated transport	AVP	2	C0002962	2002	44	R-HSA-162582,R-HSA-1643685,R-HSA-382551,R-HSA-5653656	0.4		ENSG00000101200		Angina Pectoris	Abnormality of the cardiovascular system (01626)	0.96	0		1.0	phenotype			32	Signaling	3.3806E-5	181	arginine vasopressin	2000		0	2	551	protein-coding	P01185	0.39	Sign or Symptom (T184)	
Pathological Conditions, Signs and Symptoms;Cardiovascular Diseases	0	Hemostasis,Immune System	PLAU	2	C0002962	1992	67	R-HSA-109582,R-HSA-168256	0.4		ENSG00000122861		Angina Pectoris	Abnormality of the cardiovascular system (01626)	0.91	0		1.0	phenotype			34	Enzyme	2.1468E-7	181	plasminogen activator, urokinase	1992		0	1	5328	protein-coding	P00749	0.39	Sign or Symptom (T184)	
