disease_msh	numCTs	pathway_name	gene_symbol	num_genes	disease_cui	year_final	numDiseasesAssociatedToGene	pathway_id	score	disease_prevalence_class	geneEnsemblIDs	disease_prevalence_type	disease_name	disease_hpo	dpi	num_var_dis	disease_inheritance	ei	disease_type	disease_do	el	numVariantsAssociatedToGene	gp_class_names	pli	num_variants	geneDescription	year_initial	numberChemsIncludedInEvidence	num_pmids_evid	num_pmid_assoc	gene_ncbi	gene_type	genep_str_ids	dsi	disease_umls	disease_prevalence_geo_area
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	IL27	102	C0024117		5	R-HSA-168256	0.65		ENSG00000197272		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	0		1.0	disease	disease of anatomical entity (7)		7		0.22041	789	interleukin 27			0	0	246778	protein-coding	Q8NEV9	0.51	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Extracellular matrix organization,Signal Transduction,Cellular responses to stimuli	MMP14	102	C0024117	2009	13	R-HSA-1474244,R-HSA-162582,R-HSA-8953897	0.6		ENSG00000157227		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	0		1.0	disease	disease of anatomical entity (7)		9	Enzyme	1.0	789	matrix metallopeptidase 14	2009		1	1	4323	protein-coding	P50281	0.43	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Transport of small molecules	LCN1	102	C0024117	2017	1	R-HSA-382551	0.6		ENSG00000160349		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.78	0		1.0	disease	disease of anatomical entity (7)		0	Enzyme	2.7153E-10	789	lipocalin 1	2017		0	1	3933	protein-coding	P31025	0.6	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Developmental Biology,Signal Transduction,Cell Cycle,Disease,Immune System,Metabolism of proteins,Gene expression (Transcription),Cellular responses to stimuli	CDKN1A	102	C0024117	2022	32	R-HSA-1266738,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-74160,R-HSA-8953897	0.6		ENSG00000124762		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.96	0		1.0	disease	disease of anatomical entity (7)		13		1.7452E-5	789	cyclin dependent kinase inhibitor 1A	2022		0	1	1026	protein-coding	P38936	0.38	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Developmental Biology	KLF5	102	C0024117	2019	19	R-HSA-1266738	0.6		ENSG00000102554		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.83	0		1.0	disease	disease of anatomical entity (7)		9	Nucleic acid binding	0.96632	789	KLF transcription factor 5	2019		0	1	688	protein-coding	Q13887	0.5	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Developmental Biology,Cell Cycle,Disease,Metabolism of proteins,Programmed Cell Death,Gene expression (Transcription),Cellular responses to stimuli	CDKN2A	102	C0024117	2022	111	R-HSA-1266738,R-HSA-1640170,R-HSA-1643685,R-HSA-392499,R-HSA-5357801,R-HSA-74160,R-HSA-8953897	0.6		ENSG00000147889		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	0		0.8888888888888888	disease	disease of anatomical entity (7)		624		0.61755	789	cyclin dependent kinase inhibitor 2A	2022		0	1	1029	protein-coding	P42771,Q8N726	0.29	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Muscle contraction	TNNT2	102	C0024117	2007	42	R-HSA-397014	0.6		ENSG00000118194		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	0		1.0	disease	disease of anatomical entity (7)		434	Cellular structure	2.7533E-4	789	troponin T2, cardiac type	2007		0	1	7139	protein-coding	P45379	0.44	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	CD8A	102	C0024117	2007	3	R-HSA-168256	0.6		ENSG00000153563		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.96	0		1.0	disease	disease of anatomical entity (7)		72		2.4933E-9	789	CD8 subunit alpha	2007		0	1	925	protein-coding	P01732	0.37	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0		MIR218-2	102	C0024117	2017	2		0.6		ENSG00000207739		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	0		1.0	disease	disease of anatomical entity (7)		0			789	microRNA 218-2	2017		0	1	407001	ncRNA		0.53	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Transport of small molecules,Cellular responses to stimuli	TRPV4	102	C0024117	2011	56	R-HSA-382551,R-HSA-8953897	0.6		ENSG00000111199		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	0		1.0	disease	disease of anatomical entity (7)		547	Ion channel	5.8862E-13	789	transient receptor potential cation channel subfamily V member 4	2011		0	1	59341	protein-coding	Q9HBA0	0.44	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Signal Transduction	CCL1	102	C0024117		8	R-HSA-162582	0.6		ENSG00000108702		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.96	0		0.6666666666666666	disease	disease of anatomical entity (7)		0	Signaling	1.4343E-4	789	C-C motif chemokine ligand 1			0	0	6346	protein-coding	P22362	0.55	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	HLA-DPB1	102	C0024117		35	R-HSA-168256	0.6		ENSG00000223865		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	0		1.0	disease	disease of anatomical entity (7)		37	Immune response	3.3596E-11	789	major histocompatibility complex, class II, DP beta 1			0	0	3115	protein-coding	P04440	0.42	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System,Cellular responses to stimuli	HSPA1L	102	C0024117		11	R-HSA-168256,R-HSA-8953897	0.6		ENSG00000204390		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	5		0.6	disease	disease of anatomical entity (7)		12		2.4815E-7	789	heat shock protein family A (Hsp70) member 1 like			1	0	3305	protein-coding	P34931	0.4	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Disease,Metabolism of proteins	SFTPC	102	C0024117		20	R-HSA-1643685,R-HSA-392499	0.6		ENSG00000168484		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.78	0		1.0	disease	disease of anatomical entity (7)		62		0.0031023	789	surfactant protein C			0	0	6440	protein-coding	P11686	0.52	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Developmental Biology,Signal Transduction,Cell Cycle	TERT	102	C0024117		99	R-HSA-1266738,R-HSA-162582,R-HSA-1640170	0.6		ENSG00000164362		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.96	2		1.0	disease	disease of anatomical entity (7)		1350	Enzyme	0.0018566	789	telomerase reverse transcriptase			0	0	7015	protein-coding	O14746	0.33	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0		LRP1B	102	C0024117		26		0.55		ENSG00000168702		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	0		1.0	disease	disease of anatomical entity (7)		81		1.0	789	LDL receptor related protein 1B			0	0	53353	protein-coding	Q9NZR2	0.49	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Neuronal System	GRIK5	102	C0024117		3	R-HSA-112316	0.55		ENSG00000105737		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.78	0		1.0	disease	disease of anatomical entity (7)		3	Ion channel	0.0027762	789	glutamate ionotropic receptor kainate type subunit 5			1	0	2901	protein-coding	Q16478	0.65	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Neuronal System,Developmental Biology,Signal Transduction,Gene expression (Transcription)	GRIN2B	102	C0024117		52	R-HSA-112316,R-HSA-1266738,R-HSA-162582,R-HSA-74160	0.55		ENSG00000273079		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	0		1.0	disease	disease of anatomical entity (7)		509	Ion channel	1.0	789	glutamate ionotropic receptor NMDA type subunit 2B			1	0	2904	protein-coding	Q13224	0.45	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	IL13RA1	102	C0024117		3	R-HSA-168256	0.55		ENSG00000131724		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.78	0		0.0	disease	disease of anatomical entity (7)		9	Signaling		789	interleukin 13 receptor subunit alpha 1			0	0	3597	protein-coding	P78552	0.59	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Hemostasis,Metabolism,Signal Transduction,Immune System	RAPGEF3	102	C0024117	2012	9	R-HSA-109582,R-HSA-1430728,R-HSA-162582,R-HSA-168256	0.5		ENSG00000079337		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.83	0		1.0	disease	disease of anatomical entity (7)		2	Enzyme modulator	2.1102E-28	789	Rap guanine nucleotide exchange factor 3	2012		1	1	10411	protein-coding	O95398	0.53	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	TNFSF8	102	C0024117	2018	32	R-HSA-168256	0.5		ENSG00000106952		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.83	0		1.0	disease	disease of anatomical entity (7)		1		0.964	789	TNF superfamily member 8	2018		0	1	944	protein-coding	P32971	0.54	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	TNFRSF8	102	C0024117	2018	25	R-HSA-168256	0.5		ENSG00000120949		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	0		1.0	disease	disease of anatomical entity (7)		4		0.69955	789	TNF receptor superfamily member 8	2018		0	1	943	protein-coding	P28908	0.41	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Disease,Immune System,Metabolism of proteins	NOD2	102	C0024117		50	R-HSA-1643685,R-HSA-168256,R-HSA-392499	0.5		ENSG00000167207		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	0		1.0	disease	disease of anatomical entity (7)		590	Enzyme	2.2667E-22	789	nucleotide binding oligomerization domain containing 2			0	0	64127	protein-coding	Q9HC29	0.41	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Signal Transduction	CRHR1	102	C0024117		24	R-HSA-162582	0.5		ENSG00000120088		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.96	0		1.0	disease	disease of anatomical entity (7)		16	G-protein coupled receptor	0.0041282	789	corticotropin releasing hormone receptor 1			0	0	1394	protein-coding	P34998	0.5	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Disease,Immune System,Metabolism of RNA,Cellular responses to stimuli	HSPA1B	102	C0024117		26	R-HSA-1643685,R-HSA-168256,R-HSA-8953854,R-HSA-8953897	0.5		ENSG00000204388		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.91	2		1.0	disease	disease of anatomical entity (7)		4		0.0074976	789	heat shock protein family A (Hsp70) member 1B			0	0	3304	protein-coding	P0DMV8,P0DMV9	0.46	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Immune System	TOLLIP	102	C0024117		3	R-HSA-168256	0.5		ENSG00000078902		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.74	2		1.0	disease	disease of anatomical entity (7)		3		0.037102	789	toll interacting protein			0	0	54472	protein-coding	Q9H0E2	0.57	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Neuronal System	CHRNA7	102	C0024117		31	R-HSA-112316	0.5		ENSG00000175344		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.96	0		1.0	disease	disease of anatomical entity (7)		2	Ion channel	0.0017041	789	cholinergic receptor nicotinic alpha 7 subunit			0	0	1139	protein-coding	P36544	0.49	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0		MTCL1	102	C0024117	2017	3		0.45		ENSG00000168502		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.39	2		1.0	disease	disease of anatomical entity (7)		8			789	microtubule crosslinking factor 1	2017		0	1	23255	protein-coding	Q9Y4B5	0.73	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Metabolism	EEFSEC	102	C0024117	2017	3	R-HSA-1430728	0.45		ENSG00000132394		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	3		1.0	disease	disease of anatomical entity (7)		83	Enzyme	9.2605E-16	789	eukaryotic elongation factor, selenocysteine-tRNA specific	2017		0	1	60678	protein-coding	P57772	0.6	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0	Signal Transduction	ADRB1	102	C0024117		25	R-HSA-162582	0.45		ENSG00000043591		Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.87	0		1.0	disease	disease of anatomical entity (7)		3	G-protein coupled receptor	0.1116	789	adrenoceptor beta 1			0	0	153	protein-coding	P08588	0.44	Disease or Syndrome (T047)	
Pathological Conditions, Signs and Symptoms;Respiratory Tract Diseases	0		LOC107063610	102	C0024117		1		0.4				Chronic Obstructive Airway Disease	Abnormality of the respiratory system (02086)	0.09	0			disease	disease of anatomical entity (7)		0			789	origin of replication in promoter of HSPA1A			0	0	107063610	biological-region		1.0	Disease or Syndrome (T047)	
