bioentity	bioentity_name	qualifier	annotation_class	annotation_extension_json	assigned_by	taxon	evidence_type	evidence_with	panther_family	type	bioentity_isoform	reference	date	bioentity_label	taxon_label	isa_partof_closure_label	regulates_closure_label	annotation_class_label	annotation_extension_class_labelannotation_extension_class_closure_label	has_participant_closure_label	term
UniProtKB:Q9H2X9	Solute carrier family 12 member 5		GO:0040040		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q91V14,ensembl:ENSMUSP00000144623	PANTHER:PTHR11827	protein	UniProtKB:Q9H2X9	GO_REF:0000107	20250313	SLC12A5	Homo sapiens	biological_process,response to abiotic stimulus,response to temperature stimulus,thermosensory behavior,behavior,response to stimulus,multicellular organismal process	biological_process,response to abiotic stimulus,response to temperature stimulus,thermosensory behavior,behavior,response to stimulus,multicellular organismal process	thermosensory behavior			thermosensory_behavior
UniProtKB:Q9UI33	Sodium channel protein type 11 subunit alpha		GO:0040040		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9R053,ensembl:ENSMUSP00000149420	PANTHER:PTHR45628	protein	UniProtKB:Q9UI33	GO_REF:0000107	20250313	SCN11A	Homo sapiens	biological_process,response to abiotic stimulus,response to temperature stimulus,thermosensory behavior,behavior,response to stimulus,multicellular organismal process	biological_process,response to abiotic stimulus,response to temperature stimulus,thermosensory behavior,behavior,response to stimulus,multicellular organismal process	thermosensory behavior			thermosensory_behavior
