disease_msh	numCTs	pathway_name	gene_symbol	num_genes	disease_cui	year_final	numDiseasesAssociatedToGene	pathway_id	score	disease_prevalence_class	geneEnsemblIDs	disease_prevalence_type	disease_name	disease_hpo	dpi	num_var_dis	disease_inheritance	ei	disease_type	disease_do	el	numVariantsAssociatedToGene	gp_class_names	pli	num_variants	geneDescription	year_initial	numberChemsIncludedInEvidence	num_pmids_evid	num_pmid_assoc	gene_ncbi	gene_type	genep_str_ids	dsi	disease_umls	disease_prevalence_geo_area
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Metabolism,Transport of small molecules,Metabolism of proteins,Protein localization,Autophagy	VDAC1	175	C0027051	2015	9	R-HSA-1430728,R-HSA-382551,R-HSA-392499,R-HSA-9609507,R-HSA-9612973	0.5		ENSG00000213585		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.91	0		1.0	disease	disease of anatomical entity (7)		16		0.94535	486	voltage dependent anion channel 1	2015		1	1	7416	protein-coding	P21796	0.52	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Signal Transduction	DAB2IP	175	C0027051	2010	23	R-HSA-162582	0.5		ENSG00000136848		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.74	2		1.0	disease	disease of anatomical entity (7)		17	Enzyme modulator		486	DAB2 interacting protein	2010		0	1	153090	protein-coding	Q5VWQ8	0.56	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Gene expression (Transcription),Cellular responses to stimuli	DDIT3	175	C0027051	2015	19	R-HSA-74160,R-HSA-8953897	0.5		ENSG00000175197		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.91	0		1.0	disease	disease of anatomical entity (7)		39		1.4788E-4	486	DNA damage inducible transcript 3	2015		0	1	1649	protein-coding	P35638	0.45	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Developmental Biology	MESP1	175	C0027051		2	R-HSA-1266738	0.5		ENSG00000166823		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.39	0		1.0	disease	disease of anatomical entity (7)		1		5.711E-15	486	mesoderm posterior bHLH transcription factor 1			0	0	55897	protein-coding	Q9BRJ9	0.72	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Transport of small molecules	CLCN1	175	C0027051		33	R-HSA-382551	0.5		ENSG00000188037		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.83	1		1.0	disease	disease of anatomical entity (7)		686	Ion channel	9.1074E-28	486	chloride voltage-gated channel 1			0	0	1180	protein-coding	P35523	0.57	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Immune System	IL18BP	175	C0027051		3	R-HSA-168256	0.45		ENSG00000137496		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.91	0		1.0	disease	disease of anatomical entity (7)		1		4.9023E-10	486	interleukin 18 binding protein			0	0	10068	protein-coding	O95998	0.53	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Signal Transduction	ADORA3	175	C0027051	2010	3	R-HSA-162582	0.4		ENSG00000282608		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.87	0		1.0	disease	disease of anatomical entity (7)		1	G-protein coupled receptor	0.12754	486	adenosine A3 receptor	2002		0	2	140	protein-coding	P0DMS8	0.53	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0		MIR30C1	175	C0027051	2021	6		0.4		ENSG00000207962		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.78	0		1.0	disease	disease of anatomical entity (7)		0			486	microRNA 30c-1	2021		0	1	407031	ncRNA		0.52	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Disease,Transport of small molecules,Muscle contraction	ATP1A1	175	C0027051	2018	19	R-HSA-1643685,R-HSA-382551,R-HSA-397014	0.4		ENSG00000163399		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.83	0		1.0	disease	disease of anatomical entity (7)		35	Transporter	1.0	486	ATPase Na+/K+ transporting subunit alpha 1	2018		0	1	476	protein-coding	P05023	0.52	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Signal Transduction,Metabolism of proteins,Cellular responses to stimuli	NRIP1	175	C0027051	2012	9	R-HSA-162582,R-HSA-392499,R-HSA-8953897	0.4		ENSG00000180530		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.83	0		1.0	disease	disease of anatomical entity (7)		25		0.98411	486	nuclear receptor interacting protein 1	2012		0	1	8204	protein-coding	P48552	0.56	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0		MIR761	175	C0027051	2013	2		0.4		ENSG00000283899		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.7	0		1.0	disease	disease of anatomical entity (7)		0			486	microRNA 761	2013		0	1	100313892	ncRNA		0.61	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0	Signal Transduction	ADORA1	175	C0027051	2002	15	R-HSA-162582	0.4		ENSG00000163485		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.91	0		1.0	disease	disease of anatomical entity (7)		6	G-protein coupled receptor	0.86116	486	adenosine A1 receptor	2002		0	1	134	protein-coding	P30542	0.5	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0		KLF13	175	C0027051	2018	4		0.4		ENSG00000169926		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.78	0		1.0	disease	disease of anatomical entity (7)		12	Nucleic acid binding	1.2029E-4	486	KLF transcription factor 13	2018		0	1	51621	protein-coding	Q9Y2Y9	0.57	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0		PHLDA3	175	C0027051	2021	2		0.4		ENSG00000174307		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.61	0		1.0	disease	disease of anatomical entity (7)		3		3.1616E-6	486	pleckstrin homology like domain family A member 3	2021		0	1	23612	protein-coding	Q9Y5J5	0.67	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0		MIR125B2	175	C0027051	2018	7		0.4		ENSG00000207863		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.91	0		1.0	disease	disease of anatomical entity (7)		0			486	microRNA 125b-2	2018		0	1	406912	ncRNA		0.45	Disease or Syndrome (T047)	
Cardiovascular Diseases;Pathological Conditions, Signs and Symptoms	0		BAK1	175	C0027051	2018	5		0.4		ENSG00000030110		Myocardial Infarction	Abnormality of the cardiovascular system (01626)	0.83	0		1.0	disease	disease of anatomical entity (7)		10	Signaling	3.4599E-6	486	BCL2 antagonist/killer 1	2018		0	1	578	protein-coding	Q16611	0.47	Disease or Syndrome (T047)	
